work_order_id,machine_id,plant_id,created_at,scheduled_start,actual_start,scheduled_end,actual_end,status,priority,product_type,planned_units,actual_units,defect_count,downtime_minutes,operator_id,failure_mode,risk_score,risk_label
431,42,5,2022-05-02T17:18:57+00:00,2022-05-02T18:31:33.789267+00:00,2022-05-02T18:42:45.841656+00:00,2022-05-03T02:10:01.546985+00:00,2022-05-03T02:04:09.750084+00:00,completed,medium,Widget-B,392,372,1,5,106,,,
432,3,1,2023-12-23T04:59:07+00:00,2023-12-23T08:23:53.771910+00:00,2023-12-23T08:32:07.998429+00:00,2023-12-24T00:30:47.427908+00:00,2023-12-24T00:17:09.592060+00:00,completed,medium,Panel-1,619,616,2,17,198,,,
433,23,3,2023-04-06T08:20:43+00:00,2023-04-06T09:27:06.690375+00:00,,2023-04-06T19:01:52.313089+00:00,,cancelled,medium,Panel-2,875,0,0,0,152,,,
434,7,1,2021-08-02T15:11:51+00:00,2021-08-02T16:04:01.124828+00:00,2021-08-02T16:08:23.113175+00:00,2021-08-03T12:23:29.721381+00:00,2021-08-03T10:48:34.585373+00:00,completed,low,Widget-A,898,893,1,13,171,,,
435,19,2,2021-02-18T08:45:31+00:00,2021-02-18T10:42:34.305104+00:00,2021-02-18T10:51:48.783622+00:00,2021-02-18T20:02:38.868751+00:00,2021-02-18T20:20:45.647270+00:00,completed,high,Widget-A,962,940,18,15,193,,,
436,37,4,2021-04-24T22:22:44+00:00,2021-04-24T23:13:23.074763+00:00,2021-04-25T00:44:59.461553+00:00,2021-04-25T15:58:15.091538+00:00,2021-04-25T03:17:12.702777+00:00,failed,high,Assembly-Z,835,66,21,332,155,operator_error,,
437,48,5,2022-12-13T15:52:47+00:00,2022-12-13T17:20:38.436577+00:00,2022-12-13T17:22:58.747737+00:00,2022-12-14T01:12:52.744445+00:00,2022-12-14T01:35:27.025416+00:00,completed,medium,Component-Y,911,893,16,19,134,,,
438,4,1,2021-09-18T11:35:53+00:00,2021-09-18T14:28:41.766778+00:00,2021-09-18T14:50:40.377268+00:00,2021-09-19T12:06:28.629942+00:00,2021-09-19T09:30:53.694448+00:00,failed,medium,Panel-1,872,667,244,384,8,electrical_fault,,
439,34,4,2021-11-16T19:28:09+00:00,2021-11-16T20:28:09.157194+00:00,2021-11-16T20:29:21.174677+00:00,2021-11-17T18:59:47.676971+00:00,2021-11-17T19:50:30.652961+00:00,completed,low,Panel-2,235,231,4,1,165,,,
440,27,3,2022-03-29T03:24:28+00:00,2022-03-29T06:31:11.042748+00:00,2022-03-29T06:39:05.362592+00:00,2022-03-29T15:36:20.159989+00:00,2022-03-29T15:07:59.869534+00:00,completed,medium,Panel-2,636,605,6,13,142,,,
441,18,2,2023-08-12T07:01:06+00:00,2023-08-12T10:32:58.339811+00:00,2023-08-12T10:45:11.539450+00:00,2023-08-13T04:05:31.318139+00:00,2023-08-13T04:40:39.112560+00:00,completed,low,Widget-A,869,845,14,19,24,,,
442,34,4,2021-05-25T21:38:38+00:00,2021-05-25T23:57:42.139077+00:00,2021-05-26T00:03:54.677704+00:00,2021-05-26T10:43:54.037662+00:00,2021-05-26T10:44:09.357377+00:00,completed,high,Module-Alpha,784,774,8,14,113,,,
443,18,2,2023-08-20T11:53:56+00:00,2023-08-20T14:11:49.381682+00:00,2023-08-20T15:33:18.253885+00:00,2023-08-21T17:44:34.436487+00:00,2023-08-21T10:05:59.357452+00:00,failed,low,Panel-1,399,190,61,58,61,electrical_fault,,
444,23,3,2022-01-01T15:22:36+00:00,2022-01-01T18:23:59.569195+00:00,2022-01-01T19:07:56.332206+00:00,2022-01-02T14:50:48.620051+00:00,2022-01-01T23:46:05.783763+00:00,failed,medium,Component-X,530,93,17,343,106,overheating,,
445,28,3,2022-03-03T23:27:06+00:00,2022-03-04T01:52:29.293642+00:00,2022-03-04T03:37:22.033085+00:00,2022-03-04T17:54:07.856573+00:00,2022-03-04T11:47:53.527580+00:00,failed,medium,Panel-1,832,292,50,179,76,electrical_fault,,
446,44,5,2022-11-02T04:52:34+00:00,2022-11-02T08:40:14.934111+00:00,2022-11-02T13:29:24.617630+00:00,2022-11-03T06:07:20.502455+00:00,2022-11-03T21:36:44.554634+00:00,delayed,medium,Component-X,193,189,2,27,193,,,
447,15,2,2021-02-17T09:59:41+00:00,2021-02-17T12:26:07.068513+00:00,2021-02-17T12:35:48.479065+00:00,2021-02-18T07:39:30.911326+00:00,2021-02-18T08:00:55.784098+00:00,completed,low,Panel-2,602,592,9,11,67,,,
448,28,3,2021-05-16T19:00:50+00:00,2021-05-16T19:55:54.855062+00:00,2021-05-16T20:15:47.298762+00:00,2021-05-17T01:17:29.414163+00:00,2021-05-16T22:50:51.766584+00:00,failed,high,Widget-B,627,224,37,316,143,mechanical_wear,,
449,43,5,2021-08-12T22:42:13+00:00,2021-08-13T00:55:38.498093+00:00,2021-08-13T01:26:54.597171+00:00,2021-08-13T17:04:49.307850+00:00,2021-08-13T05:06:22.280075+00:00,failed,high,Component-X,520,98,14,383,194,mechanical_wear,,
450,46,5,2021-12-18T18:13:02+00:00,2021-12-18T19:07:31.210974+00:00,2021-12-18T19:20:01.131509+00:00,2021-12-19T23:26:13.582450+00:00,2021-12-19T20:55:48.853776+00:00,completed,low,Assembly-Z,553,529,8,0,165,,,
451,23,3,2023-08-23T05:44:30+00:00,2023-08-23T06:42:34.374597+00:00,2023-08-23T10:07:08.784478+00:00,2023-08-23T14:25:51.441385+00:00,2023-08-23T18:53:34.154928+00:00,delayed,medium,Widget-B,642,571,28,33,119,,,
452,48,5,2023-05-21T16:20:41+00:00,2023-05-21T19:27:31.406052+00:00,2023-05-21T19:39:48.865608+00:00,2023-05-21T20:40:24.308715+00:00,2023-05-21T20:54:20.555784+00:00,completed,medium,Panel-2,556,552,1,9,23,,,
453,47,5,2021-09-29T01:41:46+00:00,2021-09-29T04:07:49.533087+00:00,2021-09-29T04:20:21.956670+00:00,2021-09-29T11:17:01.240512+00:00,2021-09-29T11:31:14.384818+00:00,completed,medium,Assembly-Z,287,281,4,15,30,,,
454,41,5,2022-05-31T18:52:06+00:00,2022-05-31T21:39:01.810888+00:00,2022-05-31T21:39:42.833476+00:00,2022-06-01T04:16:52.598835+00:00,2022-06-01T04:03:27.019555+00:00,completed,high,Component-X,561,550,6,13,17,,,
455,5,1,2023-01-01T20:28:40+00:00,2023-01-01T22:43:09.251682+00:00,2023-01-01T22:54:44.768234+00:00,2023-01-02T03:17:52.563809+00:00,2023-01-02T03:13:48.063068+00:00,completed,medium,Panel-2,63,61,0,12,160,,,
456,11,2,2023-03-18T21:43:08+00:00,2023-03-19T00:51:49.776019+00:00,2023-03-19T00:59:20.557876+00:00,2023-03-19T09:59:20.732507+00:00,2023-03-19T09:56:23.554653+00:00,completed,low,Assembly-Z,220,218,1,19,125,,,
457,37,4,2022-02-05T14:43:23+00:00,2022-02-05T16:54:52.107274+00:00,2022-02-05T18:17:24.460446+00:00,2022-02-06T04:20:23.534051+00:00,2022-02-06T04:14:17.736869+00:00,failed,critical,Component-Y,409,307,67,470,153,misalignment,,
458,30,3,2023-06-12T15:05:09+00:00,2023-06-12T16:00:06.610669+00:00,2023-06-12T16:07:35.411719+00:00,2023-06-13T09:12:56.776871+00:00,2023-06-13T09:18:40.601545+00:00,completed,low,Component-X,828,821,14,7,157,,,
459,18,2,2023-11-28T20:55:19+00:00,2023-11-28T21:37:38.205867+00:00,2023-11-28T23:16:25.909429+00:00,2023-11-28T23:30:46.152558+00:00,2023-11-29T00:35:04.072120+00:00,failed,critical,Panel-1,212,129,47,311,179,misalignment,,
460,32,4,2022-12-06T03:11:25+00:00,2022-12-06T04:05:56.577030+00:00,2022-12-06T04:12:46.963395+00:00,2022-12-06T10:49:55.930676+00:00,2022-12-06T10:23:54.842642+00:00,completed,low,Module-Alpha,150,142,2,17,74,,,
461,45,5,2023-09-26T02:20:40+00:00,2023-09-26T04:25:51.824049+00:00,2023-09-26T05:59:22.446459+00:00,2023-09-26T15:13:33.575066+00:00,2023-09-26T15:40:34.402587+00:00,failed,medium,Panel-1,259,165,36,239,115,overheating,,
462,4,1,2021-10-19T04:20:40+00:00,2021-10-19T07:48:58.227173+00:00,2021-10-19T08:31:35.090990+00:00,2021-10-19T21:21:07.104121+00:00,2021-10-19T22:58:12.915540+00:00,delayed,medium,Panel-1,460,430,23,14,162,,,
463,37,4,2023-08-21T08:20:19+00:00,2023-08-21T11:53:01.326099+00:00,2023-08-21T11:55:04.149247+00:00,2023-08-21T17:56:08.107260+00:00,2023-08-21T18:11:54.205316+00:00,completed,high,Component-Y,929,884,1,8,6,,,
464,2,1,2023-06-07T02:18:29+00:00,2023-06-07T03:02:54.342618+00:00,2023-06-07T03:11:29.776340+00:00,2023-06-07T12:16:34.525342+00:00,2023-06-07T11:36:42.973260+00:00,completed,medium,Panel-1,645,615,6,13,161,,,
465,3,1,2023-07-20T12:55:51+00:00,2023-07-20T15:35:15.901641+00:00,2023-07-20T15:36:14.471505+00:00,2023-07-20T19:16:00.496640+00:00,2023-07-20T19:12:42.526848+00:00,completed,medium,Component-X,700,687,2,1,108,,,
466,28,3,2021-08-05T08:34:24+00:00,2021-08-05T12:27:24.964200+00:00,2021-08-05T14:58:45.697536+00:00,2021-08-06T04:46:44.897923+00:00,2021-08-06T12:12:03.056155+00:00,delayed,low,Component-X,844,728,16,30,77,,,
467,20,2,2022-09-03T21:46:28+00:00,2022-09-04T01:17:43.709280+00:00,2022-09-04T01:24:26.483573+00:00,2022-09-04T07:20:34.768426+00:00,2022-09-04T03:46:30.017050+00:00,failed,low,Component-Y,499,151,31,204,14,operator_error,,
468,14,2,2022-07-11T13:20:23+00:00,2022-07-11T14:50:45.453239+00:00,2022-07-11T14:55:41.727543+00:00,2022-07-11T16:41:14.594109+00:00,2022-07-11T16:39:13.473745+00:00,completed,critical,Widget-B,951,948,4,10,174,,,
469,2,1,2022-05-02T20:50:48+00:00,2022-05-02T23:35:14.157726+00:00,2022-05-02T23:40:07.879938+00:00,2022-05-03T01:49:51.335731+00:00,2022-05-03T01:59:50.080940+00:00,completed,high,Panel-2,199,196,2,15,161,,,
470,4,1,2023-10-20T08:57:10+00:00,2023-10-20T09:36:13.576387+00:00,2023-10-20T11:28:00.368751+00:00,2023-10-20T20:58:59.601917+00:00,2023-10-20T18:52:48.484447+00:00,failed,medium,Component-X,249,117,24,73,115,electrical_fault,,
471,19,2,2023-07-18T19:17:41+00:00,2023-07-18T22:14:22.693635+00:00,2023-07-18T22:20:47.995760+00:00,2023-07-19T07:11:26.407773+00:00,2023-07-19T06:58:26.229561+00:00,completed,medium,Panel-1,749,748,10,9,119,,,
472,20,2,2022-02-11T10:09:58+00:00,2022-02-11T13:30:21.399989+00:00,2022-02-11T13:41:08.912735+00:00,2022-02-12T02:38:44.598076+00:00,2022-02-12T02:01:44.632692+00:00,completed,medium,Widget-A,84,82,1,15,123,,,
473,12,2,2023-08-20T02:55:11+00:00,2023-08-20T06:10:42.559929+00:00,2023-08-20T07:05:54.190835+00:00,2023-08-20T16:44:13.759490+00:00,2023-08-20T16:30:53.163471+00:00,failed,medium,Widget-B,781,489,122,49,112,electrical_fault,,
474,22,3,2021-11-12T15:09:29+00:00,2021-11-12T15:46:04.534411+00:00,2021-11-12T20:23:34.200268+00:00,2021-11-12T23:26:08.803227+00:00,2021-11-13T05:31:30.726518+00:00,delayed,medium,Widget-B,418,392,8,23,56,,,
475,7,1,2022-08-07T12:38:07+00:00,2022-08-07T14:41:29.652626+00:00,2022-08-07T14:49:08.426882+00:00,2022-08-08T01:43:40.173473+00:00,2022-08-08T00:56:21.899599+00:00,completed,medium,Component-Y,235,228,2,3,63,,,
476,25,3,2022-05-20T08:13:06+00:00,2022-05-20T09:57:02.243212+00:00,2022-05-20T10:47:31.627335+00:00,2022-05-20T16:08:26.261345+00:00,2022-05-20T14:43:21.085476+00:00,failed,medium,Module-Alpha,965,511,272,398,129,operator_error,,
477,2,1,2022-04-12T10:11:39+00:00,2022-04-12T13:58:32.285243+00:00,2022-04-12T14:11:02.200830+00:00,2022-04-12T18:37:15.541556+00:00,2022-04-12T18:30:26.669165+00:00,completed,low,Widget-A,185,179,1,3,60,,,
478,46,5,2023-10-04T05:40:32+00:00,2023-10-04T07:02:03.137414+00:00,2023-10-04T07:49:58.480876+00:00,2023-10-04T19:07:28.700398+00:00,2023-10-05T00:10:54.378993+00:00,delayed,medium,Panel-2,155,142,1,22,168,,,
479,9,1,2022-05-30T01:46:31+00:00,2022-05-30T04:21:11.855708+00:00,2022-05-30T04:25:26.660413+00:00,2022-05-30T07:23:53.315101+00:00,2022-05-30T06:29:59.293323+00:00,failed,critical,Widget-A,824,328,94,237,150,electrical_fault,,
480,21,3,2022-03-04T07:05:27+00:00,2022-03-04T10:31:33.737790+00:00,2022-03-04T10:36:34.792974+00:00,2022-03-04T13:31:07.462912+00:00,2022-03-04T13:42:10.697260+00:00,completed,medium,Panel-2,769,758,14,7,172,,,
481,50,5,2023-12-21T04:28:42+00:00,2023-12-21T07:14:01.106455+00:00,2023-12-21T07:21:30.724296+00:00,2023-12-21T20:53:09.599268+00:00,2023-12-21T20:42:48.913670+00:00,completed,high,Widget-A,807,773,2,6,145,,,
482,7,1,2022-05-05T02:55:54+00:00,2022-05-05T06:23:32.957418+00:00,2022-05-05T06:31:08.205405+00:00,2022-05-05T10:59:53.845293+00:00,2022-05-05T11:01:52.914116+00:00,completed,medium,Panel-2,83,81,0,14,129,,,
483,40,4,2021-09-10T14:32:13+00:00,2021-09-10T17:07:42.448288+00:00,2021-09-10T17:13:45.192192+00:00,2021-09-10T20:39:22.376252+00:00,2021-09-10T20:32:11.040664+00:00,completed,medium,Panel-1,872,847,9,1,192,,,
484,25,3,2023-07-14T11:08:00+00:00,2023-07-14T12:09:41.588917+00:00,2023-07-14T12:22:54.311561+00:00,2023-07-14T20:54:40.861091+00:00,2023-07-14T20:50:58.285661+00:00,completed,medium,Panel-1,302,291,3,8,194,,,
485,45,5,2023-03-07T09:26:30+00:00,2023-03-07T13:09:32.792693+00:00,2023-03-07T13:17:02.686191+00:00,2023-03-08T07:55:38.931844+00:00,2023-03-08T07:05:58.268928+00:00,completed,medium,Panel-1,705,702,6,2,102,,,
486,24,3,2021-05-30T00:24:16+00:00,2021-05-30T02:09:39.561685+00:00,2021-05-30T02:20:11.411241+00:00,2021-05-30T23:09:09.968422+00:00,2021-05-31T00:00:13.280556+00:00,completed,medium,Panel-1,460,438,8,2,65,,,
487,39,4,2021-11-08T00:32:46+00:00,2021-11-08T02:03:57.516182+00:00,2021-11-08T02:13:50.230228+00:00,2021-11-08T16:51:54.580749+00:00,2021-11-08T17:13:18.105431+00:00,completed,high,Component-X,331,317,1,3,176,,,
488,2,1,2023-10-04T08:59:02+00:00,2023-10-04T10:35:59.675684+00:00,2023-10-04T11:48:07.747728+00:00,2023-10-04T21:22:43.847054+00:00,2023-10-04T19:25:29.599124+00:00,failed,high,Module-Alpha,448,258,42,91,112,mechanical_wear,,
489,29,3,2023-08-18T17:11:24+00:00,2023-08-18T18:22:16.989380+00:00,2023-08-18T18:32:01.176691+00:00,2023-08-19T03:31:04.785085+00:00,2023-08-19T03:03:22.479106+00:00,completed,high,Widget-B,151,143,2,0,106,,,
490,25,3,2023-11-02T18:50:08+00:00,2023-11-02T20:02:44.436615+00:00,2023-11-02T20:10:39.474906+00:00,2023-11-03T07:23:25.760396+00:00,2023-11-03T07:31:38.034878+00:00,completed,medium,Module-Alpha,199,196,0,5,17,,,
491,12,2,2021-09-11T14:55:59+00:00,2021-09-11T16:58:43.447108+00:00,2021-09-11T18:48:43.398821+00:00,2021-09-12T03:26:06.926926+00:00,2021-09-12T00:52:10.896909+00:00,failed,medium,Component-Y,931,353,88,91,63,operator_error,,
492,49,5,2021-09-25T19:34:53+00:00,2021-09-25T22:55:34.303832+00:00,2021-09-25T23:02:36.081863+00:00,2021-09-26T19:11:59.022846+00:00,2021-09-26T19:22:07.416012+00:00,completed,medium,Assembly-Z,715,706,4,18,11,,,
493,20,2,2022-06-21T23:16:24+00:00,2022-06-22T01:25:31.690720+00:00,2022-06-22T01:28:54.162143+00:00,2022-06-22T19:36:00.971639+00:00,2022-06-22T19:51:11.810351+00:00,completed,medium,Component-X,684,674,7,14,54,,,
494,29,3,2022-01-27T15:06:00+00:00,2022-01-27T17:00:19.153042+00:00,2022-01-27T17:02:02.677884+00:00,2022-01-28T13:55:43.983998+00:00,2022-01-28T12:00:28.335333+00:00,completed,medium,Widget-B,638,631,5,19,97,,,
495,15,2,2022-01-16T08:28:36+00:00,2022-01-16T11:32:56.062419+00:00,2022-01-16T11:42:49.215729+00:00,2022-01-17T19:00:43.699391+00:00,2022-01-17T16:07:39.118150+00:00,completed,low,Widget-A,492,491,6,7,53,,,
496,19,2,2022-09-27T20:33:46+00:00,2022-09-27T22:42:53.674044+00:00,2022-09-27T22:47:47.964247+00:00,2022-09-28T15:27:47.234594+00:00,2022-09-28T15:19:31.014904+00:00,completed,low,Widget-B,134,133,2,0,40,,,
497,9,1,2023-10-29T09:54:51+00:00,2023-10-29T13:09:59.516907+00:00,2023-10-29T13:31:30.983730+00:00,2023-10-29T20:16:59.156788+00:00,2023-10-29T18:31:07.914733+00:00,failed,critical,Panel-1,609,239,73,36,182,overheating,,
498,38,4,2021-08-19T09:37:24+00:00,2021-08-19T10:16:44.164203+00:00,2021-08-19T10:21:16.586596+00:00,2021-08-19T21:35:54.091552+00:00,2021-08-19T20:35:12.865548+00:00,completed,medium,Widget-A,971,947,5,4,17,,,
499,30,3,2021-12-02T17:42:45+00:00,2021-12-02T18:38:34.102671+00:00,2021-12-02T18:51:57.178276+00:00,2021-12-02T22:06:22.212903+00:00,2021-12-02T22:06:39.825973+00:00,completed,high,Panel-1,526,523,5,8,134,,,
500,11,2,2023-07-15T06:57:10+00:00,2023-07-15T08:25:57.718858+00:00,2023-07-15T08:27:08.409325+00:00,2023-07-15T17:13:52.850408+00:00,2023-07-15T16:34:55.886847+00:00,completed,critical,Widget-A,582,563,2,8,171,,,
